date;province;ine_code;ccaa;new_cases;PCR;TestAc;activos;hospitalized;hospitalized_accumulated;hospitalized_new;intensive_care;deceased;cases_accumulated;cases_accumulated_PCR;recovered;deceased_hosp_eus;num_casos;num_casos_prueba_pcr;num_casos_prueba_test_ac;num_casos_prueba_ag;num_casos_prueba_elisa;num_casos_prueba_desconocida;num_casos_cum1;num_casos2;num_hosp;num_uci;num_def;num_casos_cum2;num_hosp_cum;num_uci_cum;num_def_cum;poblacion;cases_per_cienmil;intensive_care_per_1000000;deceassed_per_100000;hospitalized_per_100000;cases_14days;cases_7days;cases_PCR_14days;cases_PCR_7days;daily_cases;daily_cases_avg7;daily_cases_PCR;daily_cases_PCR_avg7;daily_deaths;daily_deaths_hosp_eus;daily_deaths_inc;daily_deaths_avg3;daily_deaths_avg7;daily_deaths_avg7_hosp_eus;deaths_last_week;num_casos_avg7;num_casos_prueba_pcr_avg7;num_casos2_avg7;ia14;source_name;source;comments
14/05/2021;Segovia;40;Castilla y León;30;0;0;0;18;0;0;10;975;0;17402;0;0;0;0;0;0;0;0;0;18;2;0;1;15721;1768;173;617;153129;0;653;63672;1175;0;0;277;120;30;171;30;171;0;0;0;0;1;0;1;0;0;16;1809;0;0;
14/05/2021;Sevilla;41;Andalucía;0;0;0;0;262;0;0;75;1965;123493;0;0;0;0;0;0;0;0;0;0;388;26;2;1;122174;10154;1036;1941;1942389;635779;386;10116;1349;4668;2423;0;0;515;3778;0;0;0;0;0;23;31;0;21;0;0;3356;2403;0;0;Usa este script para hospitalizados https://github.com/montera34/escovid19data/blob/master/analysis/descarga_andalucia.py
14/05/2021;Soria;42;Castilla y León;5;0;0;0;10;0;0;7;619;0;9834;0;0;0;0;0;0;0;0;0;1;0;0;1;8287;1230;118;429;88636;0;79;69836;1128;0;0;112;47;5;67;5;67;0;0;0;0;0;0;0;0;0;54;1264;0;0;
14/05/2021;Tarragona;43;Cataluña;0;31;0;0;90;0;0;44;1290;52392;50927;0;0;0;0;0;0;0;0;0;58;3;0;0;49921;2255;219;1131;804664;651104;547;16032;1118;1033;417;1022;410;50;596;47;586;0;0;0;3;4;0;3;0;0;686;127;Transparencia Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Dades-di-ries-de-COVID-19-per-rees-de-gesti-assist/dmzh-fz47;0
14/05/2021;Teruel;44;Aragón;6;0;0;233;17;1327;1327;1;415;13612;0;0;0;0;0;0;0;0;0;0;5;0;0;0;13487;1424;124;414;134137;1014783;75;30939;1267;93;37;0;0;6;53;0;0;0;0;0;0;0;0;0;0;0;5;693;"Gobierno de Aragón;aragon.es;aragon.es";"https://datacovid.salud.aragon.es/covid/;https://www.aragon.es/documents/20127/38742837/casos_coronavirus_hospitales.xlsx";descargados por script https://github.com/montera34/escovid19data/blob/master/analysis/aragon/aragon.R
14/05/2021;Toledo;45;Castilla - La Mancha;0;167;0;0;182;0;0;33;2225;0;69340;0;0;0;0;0;0;0;0;0;162;6;1;1;70795;6009;460;2158;694844;0;475;32022;2619;0;0;1970;892;0;0;167;1427;3;0;1;27;41;0;26;0;0;116;2835;0;0;
14/05/2021;Valencia/València;46;Comunitat Valenciana;64;0;0;0;61;0;0;25;3773;204722;0;0;0;0;0;0;0;0;0;0;66;7;0;0;204362;18714;1667;3768;2565124;798098;97;14709;238;882;408;0;0;64;583;0;0;4;0;1;27;19;0;13;0;0;604;344;0;0;
14/05/2021;Valladolid;47;Castilla y León;22;0;0;0;40;0;0;28;1929;0;51066;0;0;0;0;0;0;0;0;0;68;1;0;2;50700;6270;555;1520;519546;0;539;37129;77;0;0;531;251;22;359;22;359;2;0;1;1;11;0;8;0;0;381;1022;0;0;
14/05/2021;Zamora;49;Castilla y León;28;0;0;0;20;0;0;5;724;0;13411;0;0;0;0;0;0;0;0;0;15;1;0;0;12776;1795;139;525;172539;0;29;41962;1159;0;0;200;123;28;176;28;176;1;0;1;3;4;0;3;0;0;141;1159;0;0;
14/05/2021;Zaragoza;50;Aragón;152;0;0;4627;265;12587;12587;54;2562;89777;0;0;0;0;0;0;0;0;0;0;149;21;1;2;88915;9581;911;2570;964693;930628;56;26558;2747;2603;1049;0;0;152;1499;0;0;2;0;1;4;33;0;23;0;0;1493;2698;"Gobierno de Aragón;aragon.es;aragon.es";"https://datacovid.salud.aragon.es/covid/;https://www.aragon.es/documents/20127/38742837/casos_coronavirus_hospitales.xlsx";descargados por script https://github.com/montera34/escovid19data/blob/master/analysis/aragon/aragon.R
15/05/2021;Albacete;2;Castilla - La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;2;1;0;27865;3342;391;837;388167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;257;0;0;0;
15/05/2021;Alicante/Alacant;3;Comunitat Valenciana;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;1;0;146463;12781;1324;2794;1858683;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;309;0;0;0;No ofrecen datos
15/05/2021;Almería;4;Andalucía;0;0;0;0;60;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;46;3;0;1;53871;3721;646;814;716820;0;363;0;837;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;477;0;0;0;0
15/05/2021;Araba/Álava;1;País Vasco;23;0;0;0;0;0;0;0;0;28046;0;0;0;0;0;0;0;0;0;0;21;0;0;0;28198;2589;215;728;331549;845908;0;0;0;557;208;0;0;22;297;0;0;0;0;0;0;0;0;0;0;0;279;168;"Open Data Euskadi;Open Data Euskadi";"https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/datos-asistenciales.xlsx;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/datos-asistenciales.xlsx";"Indica ""pruebas diagnósticas"". 2 casos de otras comunidades autónomas u otras procedencias"
15/05/2021;Asturias;33;Asturias, Principado de;40;37;3;0;69;0;0;36;1961;51610;48815;0;0;0;0;0;0;0;0;0;40;3;1;0;51612;8446;741;1959;1022800;504595;352;19173;675;729;341;659;309;40;487;37;441;0;0;0;0;4;0;3;0;0;487;644;Dirección General de Salud del Principado de Asturias;"https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/;https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/_w_0ecb484e/DATOS/TABLAS_RESUMEN/asturias_resumen.csv";0
15/05/2021;Ávila;5;Castilla y León;11;0;0;0;8;0;0;8;734;0;12644;0;0;0;0;0;0;0;0;0;14;0;0;0;11777;1557;86;441;157640;0;507;46562;507;0;0;161;71;11;101;11;101;0;0;0;3;3;0;2;0;0;97;1021;0;0;
15/05/2021;Badajoz;6;Extremadura;29;0;0;0;30;0;0;4;904;0;50272;0;0;0;0;0;0;0;0;0;27;3;0;0;49192;3432;315;917;673559;0;59;13421;445;0;0;535;301;29;43;29;43;0;0;0;0;0;0;0;0;0;421;794;0;0;
15/05/2021;Balears, Illes;7;Balears, Illes;0;24;0;0;32;0;0;16;834;59732;0;0;0;0;0;0;0;0;0;0;47;2;0;0;60003;4615;731;838;1149460;519653;139;7256;278;583;262;467;195;36;364;24;33;0;0;0;1;8;0;5;0;0;376;406;Conselleria de Salut i Consum - Govern Illes Balears;https://www.caib.es/sites/covid-19/es/situacion_sanitaria_covid-19/;
15/05/2021;Barcelona;8;Cataluña;0;95;0;0;725;0;0;231;17818;486937;450058;0;0;0;0;0;0;0;0;0;200;13;0;3;442807;35125;2908;11167;5664579;859617;408;31455;128;10169;4256;8993;3552;311;608;206;5074;6;0;0;63;7;0;49;0;0;6121;1588;Transparencia Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Dades-di-ries-de-COVID-19-per-rees-de-gesti-assist/dmzh-fz47;0
15/05/2021;Bizkaia;48;País Vasco;176;0;0;0;0;0;0;0;0;98252;0;0;0;0;0;0;0;0;0;0;173;2;0;5;98451;10503;916;2457;1152651;8524;0;0;0;3853;1657;0;0;177;2367;0;0;0;0;0;0;0;0;0;0;0;2347;3343;"Open Data Euskadi;Open Data Euskadi";"https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/datos-asistenciales.xlsx;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/datos-asistenciales.xlsx";"Indica ""pruebas diagnósticas"". 2 casos de otras comunidades autónomas u otras procedencias"
15/05/2021;Burgos;9;Castilla y León;51;0;0;0;55;0;0;20;1374;0;35797;0;0;0;0;0;0;0;0;0;36;4;1;1;34219;3982;368;820;356958;0;56;38492;1541;0;0;900;368;51;526;51;526;0;0;0;1;6;0;4;0;0;523;2521;0;0;
15/05/2021;Cáceres;10;Extremadura;12;0;0;0;20;0;0;9;857;0;24665;0;0;0;0;0;0;0;0;0;12;2;0;0;25071;2538;210;864;394151;0;228;21743;507;0;0;342;160;12;229;12;229;0;0;0;0;3;0;2;0;0;226;868;0;0;
15/05/2021;Cádiz;11;Andalucía;0;0;0;0;77;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;54;6;0;1;78343;5505;630;1426;1240155;0;202;0;621;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;844;0;0;0;0
15/05/2021;Cantabria;39;Cantabria;0;28;0;0;84;0;0;23;565;30901;29512;0;0;0;0;0;0;0;0;0;28;2;3;0;29751;3242;464;561;581078;531787;396;9723;1446;795;290;776;270;28;414;28;386;0;0;0;3;1;0;1;0;0;384;1335;Servicio Cántabro de Salud;"https://serviweb.scsalud.es:10443/ficheros/COVID19_historico.csv;https://www.scsalud.es/coronavirus";0
15/05/2021;Castellón/Castelló;12;Comunitat Valenciana;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;1;0;0;40265;3467;426;795;579962;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;176;0;0;0;No ofrecen datos
15/05/2021;Ceuta;51;Ceuta;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5779;378;53;114;84777;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;11;0;;;
15/05/2021;Ciudad Real;13;Castilla - La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;2;0;0;45772;5642;321;1710;495761;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;43;0;0;0;
15/05/2021;Córdoba;14;Andalucía;0;0;0;0;88;0;0;36;0;0;0;0;0;0;0;0;0;0;0;0;57;6;2;0;51004;4406;549;948;782979;0;46;0;1124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;786;0;0;0;0
15/05/2021;Coruña, A;15;Galicia;0;0;0;0;72;0;0;12;1165;58197;0;0;0;0;0;0;0;0;0;0;49;6;0;2;55337;6346;1001;1107;1119596;519804;107;10406;643;924;453;0;0;57;647;57;647;0;0;0;3;1;0;1;0;0;659;825;0;0;0
15/05/2021;Cuenca;16;Castilla - La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;20456;2501;143;558;196329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;144;0;0;0;
15/05/2021;Gipuzkoa;20;País Vasco;80;0;0;0;0;0;0;0;0;66586;0;0;0;0;0;0;0;0;0;0;82;0;0;2;67412;2563;263;1220;723576;920235;0;0;0;2488;950;0;0;80;1357;0;0;0;0;0;0;0;0;0;0;0;1356;3438;"Open Data Euskadi;Open Data Euskadi";"https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/datos-asistenciales.xlsx;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/datos-asistenciales.xlsx";"Indica ""pruebas diagnósticas"". 2 casos de otras comunidades autónomas u otras procedencias"
15/05/2021;Girona;17;Cataluña;0;42;0;0;135;0;0;38;2129;66009;63519;0;0;0;0;0;0;0;0;0;86;1;0;0;62440;1950;179;1430;771044;856099;493;27612;1751;2124;801;2113;797;65;1144;65;1139;0;0;0;0;3;0;2;0;0;132;274;Transparencia Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Dades-di-ries-de-COVID-19-per-rees-de-gesti-assist/dmzh-fz47;0
15/05/2021;Granada;18;Andalucía;0;0;0;0;223;0;0;66;0;0;0;0;0;0;0;0;0;0;0;0;80;16;2;2;84687;7712;1005;1695;914678;0;722;0;2438;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;0;1844;0;0;0;0
15/05/2021;Guadalajara;19;Castilla - La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;1;0;0;25204;1556;106;618;257762;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;441;0;0;0;
15/05/2021;Huelva;21;Andalucía;0;0;0;0;52;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;58;7;0;0;29489;2163;157;372;521870;0;153;0;996;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;939;0;0;0;0
15/05/2021;Huesca;22;Aragón;17;0;0;706;24;1636;1636;6;480;18211;0;0;0;0;0;0;0;0;0;0;17;0;0;0;18108;1663;186;480;220461;826042;272;21773;1089;381;203;0;0;17;29;0;0;0;0;0;0;3;0;2;0;0;286;1728;"Gobierno de Aragón;aragon.es;aragon.es";"https://datacovid.salud.aragon.es/covid/;https://www.aragon.es/documents/20127/38742837/casos_coronavirus_hospitales.xlsx";descargados por script https://github.com/montera34/escovid19data/blob/master/analysis/aragon/aragon.R
15/05/2021;Jaén;23;Andalucía;0;0;0;0;105;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;76;9;0;1;47852;4425;417;955;633564;0;253;0;1657;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;1007;0;0;0;0
15/05/2021;León;24;Castilla y León;53;0;0;0;32;0;0;23;2112;0;40322;0;0;0;0;0;0;0;0;0;30;1;0;0;38062;4647;293;926;460001;0;5;45913;696;0;0;670;309;53;441;53;441;0;0;0;7;6;0;4;0;0;439;1457;0;0;
15/05/2021;Lleida;25;Cataluña;0;3;0;0;83;0;0;23;800;43577;42140;0;0;0;0;0;0;0;0;0;18;2;1;0;42387;1128;113;624;434930;1001931;529;18394;1908;823;294;802;289;12;42;12;413;0;0;0;3;6;0;4;0;0;506;1844;Transparencia Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Dades-di-ries-de-COVID-19-per-rees-de-gesti-assist/dmzh-fz47;0
15/05/2021;Lugo;27;Galicia;0;0;0;0;10;0;0;2;214;12633;0;0;0;0;0;0;0;0;0;0;11;1;0;0;12438;1175;145;220;329587;383298;61;6493;303;153;76;0;0;10;109;10;109;0;0;0;0;0;0;0;0;0;107;464;0;0;0
15/05/2021;Madrid;28;Madrid, Comunidad de;0;0;0;0;1871;112910;131;462;16899;0;715629;0;0;0;0;0;0;0;0;0;355;65;3;3;704106;99533;7556;15236;6663394;0;693;25361;2808;0;0;17003;7844;0;0;366;11206;5;0;0;97;123;0;86;0;0;1107;2552;"Consejería de Sanidad de la Comunidad de Madrid;Instituto de Salud Carlos III via @alfonsotwr;Comunidad de Madrid";"https://github.com/alfonsotwr/snippets/blob/master/covidia-cam/madrid-series.csv;https://www.comunidad.madrid/servicios/salud/2019-nuevo-coronavirus#situacion-epidemiologica-actual;https://github.com/alfonsotwr/snippets/blob/master/covidia-cam/madrid-historico.csv;https://github.com/alfonsotwr/snippets/blob/master/covidia-cam/madrid-pcr.csv";0
15/05/2021;Málaga;29;Andalucía;0;0;0;0;115;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;97;8;0;1;96921;7857;745;1616;1661785;0;12;0;692;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;162;0;0;0;0
15/05/2021;Melilla;52;Melilla;0;8;0;303;18;0;0;1;97;0;8957;8557;0;0;0;0;0;0;0;0;7;1;0;1;8961;687;112;97;86487;0;116;11216;2081;0;0;224;99;0;0;8;141;1;0;1;3;3;0;2;0;0;14;259;Ingesa - Facebook;https://www.facebook.com/Ingesa-Melilla-Gabinete-de-prensa-610495619441918;
15/05/2021;Murcia;30;Murcia, Región de;47;0;109675;0;76;0;0;29;1597;111670;0;0;0;0;0;0;0;0;0;0;54;4;0;0;111964;9082;1188;1594;1493898;747508;194;1069;509;892;422;0;0;47;603;0;0;0;0;0;3;1;0;1;0;0;68;597;Cuenta de Twitter del Gobierno de la Región de Murcia;https://twitter.com/regiondemurcia/status/1393889594723250176;
15/05/2021;Navarra;31;Navarra, Comunidad Foral de;0;66;0;0;73;0;0;21;1181;0;61121;0;0;0;0;0;0;0;0;0;67;0;0;1;61499;5890;566;1170;654214;0;321;18052;1116;0;0;1311;504;0;0;66;72;1;0;1;3;9;0;6;0;0;746;2004;Gobierno de Navarra;https://www.navarra.es/es/noticias/2021/05/16/detectados-66-nuevos-casos-de-covid-19-en-navarra-tras-realizarse-1.284-pruebas?pageBackId=363032&back=true;
15/05/2021;Ourense;32;Galicia;0;0;0;0;14;0;0;2;417;15545;0;0;0;0;0;0;0;0;0;0;15;2;1;0;15324;2048;179;420;307651;50528;65;13554;455;186;82;0;0;16;117;16;117;0;0;0;0;1;0;1;0;0;137;605;0;0;0
15/05/2021;Palencia;34;Castilla y León;11;0;0;0;11;0;0;9;803;0;19145;0;0;0;0;0;0;0;0;0;7;1;0;0;18742;2095;245;543;160980;0;559;49882;683;0;0;227;93;11;133;11;133;0;0;0;3;4;0;3;0;0;121;141;0;0;
15/05/2021;Palmas, Las;35;Canarias;50;50;0;670;88;0;0;32;327;29703;29703;0;0;0;0;0;0;0;0;0;50;6;0;0;29076;2558;607;324;1120406;265109;286;2919;785;790;372;790;372;50;531;50;531;0;0;0;7;9;0;6;0;0;594;705;0;0;descargados por script https://github.com/montera34/escovid19data/blob/master/analysis/canarias/canarias_full.R
15/05/2021;Pontevedra;36;Galicia;0;0;0;0;77;0;0;19;605;38458;0;0;0;0;0;0;0;0;0;0;54;4;0;2;41693;3887;497;643;942665;407971;202;6418;817;1056;491;0;0;43;701;43;701;0;0;0;1;7;0;5;0;0;781;112;0;0;0
15/05/2021;Rioja, La;26;Rioja, La;0;23;0;442;0;0;0;17;767;0;0;0;0;0;0;0;0;0;0;0;21;4;0;0;30326;3421;382;768;316798;0;537;24211;0;0;0;0;0;0;0;23;357;0;0;0;3;7;0;5;0;0;357;0;Gobierno de La Rioja  - DATOS COVID en tiempo real;https://docs.google.com/spreadsheets/d/11dMDMmOq3t2Hb35BH33X0wG4xqv8SQC1av3RM1EdXRY/edit#gid=2020928623;
15/05/2021;Salamanca;37;Castilla y León;39;0;0;0;13;0;0;10;1684;0;32177;0;0;0;0;0;0;0;0;0;9;2;0;0;30302;3729;223;986;330119;0;303;51012;394;0;0;366;199;39;284;39;284;0;0;0;3;3;0;2;0;0;259;1109;0;0;
15/05/2021;Santa Cruz de Tenerife;38;Canarias;50;50;0;909;86;0;0;25;431;24949;24949;0;0;0;0;0;0;0;0;0;50;2;1;0;24401;2648;484;426;1032983;241524;242;4172;833;990;489;990;489;50;699;50;699;0;0;0;0;6;0;4;0;0;697;958;0;0;descargados por script https://github.com/montera34/escovid19data/blob/master/analysis/canarias/canarias_full.R
15/05/2021;Segovia;40;Castilla y León;12;0;0;0;14;0;0;10;976;0;17414;0;0;0;0;0;0;0;0;0;7;2;0;0;15728;1770;173;617;153129;0;653;63737;914;0;0;254;113;12;161;12;161;1;0;1;3;3;0;2;0;0;159;1659;0;0;
15/05/2021;Sevilla;41;Andalucía;0;0;0;0;256;0;0;75;0;0;0;0;0;0;0;0;0;0;0;0;266;19;3;1;122440;10173;1039;1942;1942389;0;386;0;1318;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;3389;0;0;0;0
15/05/2021;Soria;42;Castilla y León;1;0;0;0;6;0;0;6;620;0;9835;0;0;0;0;0;0;0;0;0;4;0;0;0;8291;1230;118;429;88636;0;677;69949;677;0;0;104;37;1;53;1;53;1;0;2;3;1;0;1;0;0;44;1173;0;0;
15/05/2021;Tarragona;43;Cataluña;0;24;0;0;95;0;0;43;1290;52443;50976;0;0;0;0;0;0;0;0;0;50;1;0;0;49971;2256;219;1131;804664;651738;534;16032;1181;1025;426;1013;417;51;609;49;596;0;0;0;3;3;0;2;0;0;671;1259;Transparencia Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Dades-di-ries-de-COVID-19-per-rees-de-gesti-assist/dmzh-fz47;0
15/05/2021;Teruel;44;Aragón;0;0;0;216;14;1327;1327;1;415;13612;0;0;0;0;0;0;0;0;0;0;0;1;0;0;13487;1425;124;414;134137;1014783;75;30939;1044;95;34;0;0;0;49;0;0;0;0;0;0;0;0;0;0;0;46;708;"Gobierno de Aragón;aragon.es;aragon.es";"https://datacovid.salud.aragon.es/covid/;https://www.aragon.es/documents/20127/38742837/casos_coronavirus_hospitales.xlsx";descargados por script https://github.com/montera34/escovid19data/blob/master/analysis/aragon/aragon.R
15/05/2021;Toledo;45;Castilla - La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71;5;0;0;70866;6014;460;2158;694844;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;117;0;0;0;
15/05/2021;Valencia/València;46;Comunitat Valenciana;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;6;0;0;204424;18720;1667;3768;2565124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;624;0;0;0;No ofrecen datos
15/05/2021;Valladolid;47;Castilla y León;70;0;0;0;32;0;0;25;1932;0;51136;0;0;0;0;0;0;0;0;0;33;5;0;0;50733;6275;555;1520;519546;0;481;37186;616;0;0;544;264;70;377;70;377;3;0;2;2;16;0;11;0;0;397;1047;0;0;
15/05/2021;Zamora;49;Castilla y León;14;0;0;0;21;0;0;5;724;0;13425;0;0;0;0;0;0;0;0;0;2;0;0;0;12778;1795;139;525;172539;0;29;41962;1217;0;0;196;101;14;144;14;144;0;0;0;3;4;0;3;0;0;134;1136;0;0;
15/05/2021;Zaragoza;50;Aragón;131;0;0;4626;247;9521;9521;57;2566;89908;0;0;0;0;0;0;0;0;0;0;134;16;3;4;89049;9597;914;2574;964693;931986;591;26599;256;2554;1034;0;0;131;1477;0;0;4;0;2;33;36;0;25;0;0;148;2647;"Gobierno de Aragón;aragon.es;aragon.es";"https://datacovid.salud.aragon.es/covid/;https://www.aragon.es/documents/20127/38742837/casos_coronavirus_hospitales.xlsx";descargados por script https://github.com/montera34/escovid19data/blob/master/analysis/aragon/aragon.R
16/05/2021;Albacete;2;Castilla - La Mancha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;2;1;0;27881;3344;392;837;388167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;251;0;0;0;
16/05/2021;Alicante/Alacant;3;Comunitat Valenciana;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;2;0;146489;12781;1326;2794;1858683;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;326;0;0;0;No ofrecen datos
16/05/2021;Almería;4;Andalucía;0;0;0;0;64;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;13;1;1;0;53884;3722;647;814;716820;0;391;0;893;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;449;0;0;0;0
16/05/2021;Araba/Álava;1;País Vasco;29;0;0;0;0;0;0;0;0;28075;0;0;0;0;0;0;0;0;0;0;29;0;0;0;28227;2589;215;728;331549;846783;0;0;0;548;207;0;0;29;296;0;0;0;0;0;0;0;0;0;0;0;277;1653;"Open Data Euskadi;Open Data Euskadi";"https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/datos-asistenciales.xlsx;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/datos-asistenciales.xlsx";
16/05/2021;Asturias;33;Asturias, Principado de;41;40;1;0;74;0;0;34;1964;51651;48855;0;0;0;0;0;0;0;0;0;41;4;0;3;51653;8450;741;1962;1022800;504996;332;19202;724;729;347;658;317;41;496;40;453;3;0;2;1;9;0;6;0;0;496;643;Dirección General de Salud del Principado de Asturias;"https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/;https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/_w_0ecb484e/DATOS/TABLAS_RESUMEN/asturias_resumen.csv";0
16/05/2021;Ávila;5;Castilla y León;16;0;0;0;9;0;0;8;734;0;12660;0;0;0;0;0;0;0;0;0;11;1;0;0;11788;1558;86;441;157640;0;507;46562;571;0;0;172;84;16;12;16;12;0;0;0;3;3;0;2;0;0;11;1091;0;0;
16/05/2021;Badajoz;6;Extremadura;19;0;0;0;32;0;0;4;904;0;50291;0;0;0;0;0;0;0;0;0;20;3;0;0;49212;3435;315;917;673559;0;59;13421;475;0;0;535;307;19;439;19;439;0;0;0;0;0;0;0;0;0;43;794;0;0;
16/05/2021;Balears, Illes;7;Balears, Illes;0;44;0;1094;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;60026;4615;731;838;1149460;0;0;0;0;0;0;469;239;0;0;44;323;0;0;0;0;0;0;5;0;0;361;408;Conselleria de Salut i Consum - Govern Illes Balears;https://covid19ib.maps.arcgis.com/apps/opsdashboard/index.html#/c1cde29b86bd431287fd4225bb4193a4;No se dieron datos en nota de prensa
16/05/2021;Barcelona;8;Cataluña;0;80;0;0;746;0;0;232;17824;487203;450233;0;0;0;0;0;0;0;0;0;156;18;1;2;442963;35143;2909;11169;5664579;860087;41;31466;1317;10057;4214;8796;3470;266;602;175;4957;6;0;0;63;6;0;42;0;0;6024;1553;Transparencia Catalunya;https://analisi.transparenciacatalunya.cat/Salut/Dades-di-ries-de-COVID-19-per-rees-de-gesti-assist/dmzh-fz47;0
16/05/2021;Bizkaia;48;País Vasco;151;0;0;0;0;0;0;0;0;98403;0;0;0;0;0;0;0;0;0;0;151;0;1;1;98602;10503;917;2458;1152651;85371;0;0;0;3736;1633;0;0;151;2333;0;0;0;0;0;0;0;0;0;0;0;2313;3241;"Open Data Euskadi;Open Data Euskadi";"https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/datos-asistenciales.xlsx;https://opendata.euskadi.eus/contenidos/ds_informes_estudios/covid_19_2020/opendata/datos-asistenciales.xlsx";
16/05/2021;Burgos;9;Castilla y León;36;0;0;0;55;0;0;18;1375;0;35833;0;0;0;0;0;0;0;0;0;32;4;1;1;34251;3986;369;821;356958;0;504;3852;1541;0;0;887;366;36;523;36;523;1;0;1;13;7;0;5;0;0;517;2485;0;0;
16/05/2021;Cáceres;10;Extremadura;4;0;0;0;22;0;0;9;857;0;24669;0;0;0;0;0;0;0;0;0;4;1;0;0;25075;2539;210;864;394151;0;228;21743;558;0;0;326;146;4;209;4;209;0;0;0;0;3;0;2;0;0;209;827;0;0;
16/05/2021;Cádiz;11;Andalucía;0;0;0;0;80;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;55;2;1;1;78398;5507;631;1427;1240155;0;202;0;645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;87;0;0;0;0
